Pays_indic,Country Name,Country Code,Indicator Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IRQ_Émissions totales de GES (kt d’équivalent CO2),Iraq,IRQ,Émissions totales de GES (kt d’équivalent CO2),91587.97,66669.93400000001,73322.719,72391.637,78746.497,87989.23199999999,93954.166,92806.644,99336.41699999999,106551.332,99866.44,70211.023,79840.90299999999,96576.367,106658.004,107285.105,98175.476,103253.90699999999,106026.10800000001,110878.99,124402.47,132843.676,128686.15699999999,107790.87800000001,125423.582,124611.69699999999,129502.484,130078.493,137871.117,138423.769146231,146903.73316924198,151457.060059124,155529.505046712,,,,,,,
ISL_Alternative and nuclear energy (% of total energy use),Iceland,ISL,Alternative and nuclear energy (% of total energy use),60.402000784333104,66.17852658521271,70.1931664775247,71.5423602712817,69.3468091640971,70.7335930449398,68.9892680321013,68.12658075830849,69.6823428592038,69.83860012771689,32.0508583718403,34.6752590675447,36.392724538180396,34.7006776493386,34.9770255667834,35.713930323700204,32.6814495456878,35.3051816842042,35.9691985925116,35.1777122269242,33.6664015923057,36.07883604476189,36.2908459551861,36.2598184068273,37.627913925813104,37.4919293046084,33.107891686455396,31.8423749586994,35.8246325372982,35.2120766512407,35.0222056255328,33.2322348377082,35.5282239577125,34.8336173059321,35.4331481085884,37.5169341332485,,,,
ISL_Energy use (kg of oil equivalent per capita),Iceland,ISL,Energy use (kg of oil equivalent per capita),6560.99816777565,7178.869363610759,7076.20798768494,7254.2862809471,7531.26996254869,7334.90192829477,7605.5637799161095,7857.454882676659,7882.473772723629,7983.03750810751,8907.79198354956,8054.3567225375,7755.394415778929,8249.536448952509,8293.412926047191,8255.76891441219,8847.78518198992,8584.100498657459,9036.65429652578,10038.3119247533,11091.548870041399,10589.466185677,10804.6417156193,10731.3286428273,10524.2507035888,10524.8774997135,12734.0066231706,14746.0313384644,16353.8312739829,16911.07978361,17023.1668244031,18157.598099143,17630.0714650968,18178.139014838,17916.120420543302,17478.8930368937,,,,
ISL_GDP (current US$),Iceland,ISL,GDP (current US$),3386501917.62548,3498247432.24163,3211446625.91588,2770107922.6174197,2868747034.89968,2988537806.23836,3995619693.3646703,5528616189.89999,6115814934.67243,5681096096.19612,6478459746.962279,6920116563.2421,7091625419.013341,6227928905.73227,6399064571.28805,7134341218.4252405,7438183246.616541,7580988978.10147,8494094899.39866,8971608730.45387,9003639597.5374,8205357407.6773205,9294652006.23598,11414055062.6393,13834750403.5377,16812530836.7351,17216420297.8056,21514962933.4166,17905251718.3469,13164652467.1947,13683689690.2042,15158548261.0475,14724078152.3141,16033517406.48,17758050018.9682,17389101641.2758,20618363255.7616,24488176539.6549,25737594324.9454,24188035738.7846
ISL_GDP growth (annual %),Iceland,ISL,GDP growth (annual %),5.7479207110919806,4.26500710438549,2.15456623579142,-2.15116169742836,4.129118225289799,3.2928413913685697,6.27054195976504,8.54593975289397,-0.0897260378782363,0.258439859567659,1.16937032934403,-0.223525514670555,-3.37389414186001,1.31344946333169,3.60885794182724,0.11658370136832699,4.5731637588466905,5.76047518324718,7.095560544122191,4.0430500827046005,4.89159331235012,3.89881067416356,0.6811709998446821,2.26813697523352,8.042204823315691,6.330000070023219,5.248821179373911,9.36531936586671,1.99198081944797,-6.77721508921015,-3.43587559955074,1.8816203252946202,1.29643761256099,4.1338511247624705,2.08262315960049,4.74898499063316,6.62703664217112,4.54598289368673,3.81442297649168,1.91867688206403
"ISL_Population, total",Islande,ISL,"Population, total",228138.0,230755.0,233860.0,236977.0,239511.0,241405.0,243180.0,245859.0,249740.0,252852.0,254826.0,257797.0,261057.0,263725.0,266021.0,267468.0,268916.0,271128.0,274047.0,277381.0,281205.0,284968.0,287523.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,318041.0,319014.0,320716.0,323764.0,327386.0,330815.0,335439.0,343400.0,352721.0,361313.0
ISL_Émissions totales de GES (kt d’équivalent CO2),Islande,ISL,Émissions totales de GES (kt d’équivalent CO2),12924.0069,13733.0487,14252.2031,15193.9884,16365.9038,17055.4951,17970.845,18913.1086,19956.8502,20918.6128,21761.01853,21712.5972,20807.9459,20893.578999999998,20984.0892,20878.6768,21181.6131,21089.4536,3585.2155,3657.9434,4122.3355,3830.9156,3963.3871,3941.8621,4023.2683,3980.6272,4230.9316,4449.1071,5043.3159,5144.2887106421995,5390.98473567479,5530.25743465459,5514.85399229931,,,,,,,
ISR_Alternative and nuclear energy (% of total energy use),Israel,ISR,Alternative and nuclear energy (% of total energy use),0.0,0.0023620050071759603,0.00217887665227257,0.00116783563392427,0.00226170147802192,3.05032878756046,3.2676426312205,3.1307699015015698,3.00466776332553,3.03461391934304,3.1252024526222404,3.29918064315079,3.02623894046923,3.0350400186999202,2.98632877950194,2.9906574465429903,3.0517307308524,3.04921656105694,3.12374554377534,3.2251675315053903,3.2805549306715096,3.2754428544698,3.5046215905432003,3.5116415943590296,3.7834884163535603,3.9417496014581097,3.6269772813502206,3.5990881747449,4.66012071008308,4.86869371548054,4.88473116239766,4.8475246000467,4.69773893981208,4.96383476670684,5.1915514682815305,5.2453220351346,,,,
ISR_Energy use (kg of oil equivalent per capita),Israel,ISR,Energy use (kg of oil equivalent per capita),2017.2769468798397,1840.73533872599,1958.31704291739,1793.9220462850199,1828.53907189228,1788.9966926529603,2102.24587113282,2278.47928587778,2451.74583520937,2488.92341744135,2460.46545064378,2324.53930086886,2580.9693538942,2634.6740163467002,2738.39970364882,2796.2515779982,2801.2083626142,2881.12834132968,2885.72651147211,2737.73665306122,2899.4266179042797,2973.0427084951098,2862.79573820396,2949.3004170590602,2821.9969158466697,2661.44918543744,2882.3990246253697,2898.1533683374896,3129.12776379159,2873.87610879555,3042.43402067265,2980.1761569960604,3067.74249415334,2870.0987654321,2762.50593376097,2777.87532368349,,,,
ISR_GDP (current US$),Israel,ISR,GDP (current US$),24164509803.9216,25579228070.1754,27837510288.0658,31092229537.3665,29160458731.2415,27504906777.5045,34097559618.2283,40963276307.5379,50099378322.5968,49901963212.272995,59011274625.5332,67558012987.5828,75607006994.4289,75985901275.5733,86342656603.8989,100384808654.07,109995847228.75,114692617005.856,115932846846.136,117111535207.865,132343042748.878,130756336685.926,121123828591.32901,126965980061.922,135477431994.645,142528909909.308,154034316643.47598,178959188651.68802,216105164966.555,207468170892.353,233995676194.679,261468634231.2,257180147032.142,292636164000.63696,309558454718.866,299813121212.641,318950599017.50604,353253406954.97,370587977153.58295,395098666121.616
ISR_GDP growth (annual %),Israel,ISR,GDP growth (annual %),1.6704416606304398,5.33992695684324,2.0824999678245,3.35910154527146,0.9332137303445621,4.03694028908383,4.1901445864805,7.139711369873299,2.9100162043601,0.574746832416537,7.315199174932999,7.72611516239357,7.75926609936013,4.11675639386306,7.4278452690848304,6.60292483638582,5.03281699632532,3.9296726769598997,3.91689355477342,3.11459706778045,7.45518207977373,0.118821461013411,-0.0148606388066952,0.970458595661455,4.18588231834032,3.91169333203911,5.56443510658072,5.77348255543507,2.9964830606157404,0.924262605450494,5.60113767079041,4.7834974887954,2.25723754794416,4.14805455171508,3.7582001903069706,2.2900921230342,3.98204637527108,3.53670318805928,3.45370251802824,3.51408454632801
"ISR_Population, total",Israël,ISR,"Population, total",3878000.0,3956000.0,4031000.0,4105000.0,4159000.0,4233000.0,4299000.0,4369000.0,4442000.0,4518000.0,4660000.0,4949000.0,5123000.0,5261000.0,5399000.0,5545000.0,5692000.0,5836000.0,5971000.0,6125000.0,6289000.0,6439000.0,6570000.0,6689700.0,6809000.0,6930100.0,7053700.0,7180100.0,7308800.0,7485600.0,7623600.0,7765800.0,7910500.0,8059500.0,8215700.0,8380100.0,8546000.0,8713300.0,8882800.0,9053300.0
ISR_Émissions totales de GES (kt d’équivalent CO2),Israël,ISR,Émissions totales de GES (kt d’équivalent CO2),23572.127999999997,24505.3025,25737.6764,26634.9113,27698.1996,29481.1308,32012.932999999997,32501.8888,36863.0489,38388.3811,39609.3299,40313.9671,42952.5358,46736.9554,50063.7458,53255.1994,56520.4864,58641.0529,59555.1553,60998.6856,65619.38984229999,65879.0624,69487.8009,71533.77837999999,70576.27465,71353.03175,73591.54212,77128.57252,75238.54546000001,75026.0352778109,79072.4356631562,81703.91311466519,84044.4344111728,,,,,,,
"ITA_Agriculture, forestry, and fishing, value added (% of GDP)",Italy,ITA,"Agriculture, forestry, and fishing, value added (% of GDP)",,,,,,,,,,,3.18236870629884,3.23918861666468,3.1179105381936,2.99856803330515,2.99160114419715,2.97770832119057,2.97458763384875,2.86191157417083,2.76885727705195,2.72223236277597,2.56361411951499,2.48963145584114,2.37138225861722,2.357959442263,2.3470325734222297,2.0335954834490098,1.9458399466009502,1.89628717350167,1.8746236336167699,1.8027385410319299,1.7755145383227802,1.8834262781668503,1.9707531347602,2.14458980749233,1.9978608897499202,2.0652367619030403,1.9283733073049,1.97268467311393,1.96622835809183,1.93432312032221
ITA_Alternative and nuclear energy (% of total energy use),Italy,ITA,Alternative and nuclear energy (% of total energy use),5.16935026181834,5.2305166219421295,6.16502501026824,5.9397998566287,6.18217661916482,5.931125143931579,6.25979569169081,4.4106735237523695,4.407992724958871,4.02053655302252,2.20191882063947,2.7564850753673498,2.7958208127486004,2.82186482119443,3.01418459101107,2.3857085174224304,2.64952562719863,2.61420493655333,2.5563059106990003,2.7650203484118996,2.68865353787871,2.88076846456526,2.5227536145171805,2.31867259048058,2.59784369289799,2.32840754482085,2.4366849408617903,2.30201194603177,2.7731088639645898,3.5214304461868,3.7413331321794097,4.30942246236426,4.89993476693008,6.1318967420184896,7.0629300022512105,6.327220594108731,,,,
ITA_Energy use (kg of oil equivalent per capita),Italy,ITA,Energy use (kg of oil equivalent per capita),2318.4273001381102,2265.93108965354,2206.54273410646,2203.86418771745,2253.7189237452803,2284.8112978353797,2311.54807247948,2407.2563531445603,2462.79677752615,2566.1089246515803,2583.88807748482,2645.67323732766,2627.34000777188,2611.99043754026,2578.46597846012,2799.37576154289,2796.1547358515504,2834.4029460732,2912.9473652542797,2957.3114859136103,3012.19499987601,3020.6211945427804,3037.2669647055,3168.52902114021,3169.93264162306,3214.67412061146,3175.79987086883,3149.5765534629604,3087.5663310273,2869.92071205584,2930.58852412547,2828.40489139601,2709.29772810307,2579.47254262663,2414.48400158318,2481.75464546017,,,,
ITA_GDP (current US$),Italy,ITA,GDP (current US$),477256776396.111,430702851303.015,427272645239.8,443042373916.36896,437887688781.133,452217491937.937,640386352123.652,805713128772.035,891608957601.904,928661332486.593,1181222652714.93,1246220155454.97,1320161645718.77,1064958075919.77,1099216688640.73,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252023758789.69,1143829832319.88,1167012796420.58,1270712309429.7,1574145823927.77,1803226967966.23,1857524312896.41,1947919708944.93,2210292636189.43,2398856598798.89,2191241872742.43,2134017843247.16,2291991045770.29,2087077032435.15,2141315327318.21,2159133919743.77,1835899237320.04,1875797463583.87,1961796197354.36,2085764300862.27,2001244392041.57
ITA_GDP growth (annual %),Italy,ITA,GDP growth (annual %),3.4300163857928503,0.844227625365292,0.41358565881104403,1.16920350376,3.2258523774842405,2.7980857233651797,2.85997188873959,3.19196061964053,4.194377267786311,3.38838351487503,1.9857748986091799,1.5384475578756398,0.834275460621242,-0.85280574993206,2.15102364473378,2.88683673806503,1.26678480191715,1.8302122338843798,1.8106151619762298,1.6257275993546,3.78695514323979,1.9513715560523799,0.25394299896845496,0.138626890776507,1.42359415817907,0.817848973650598,1.7906396808179599,1.4870729803678602,-0.9620128405792908,-5.280937208293099,1.7132958391692201,0.7073333470344352,-2.98090576823772,-1.8410654508824797,-0.004547542363837921,0.7783043507165809,1.29346273155907,1.66785904106857,0.7981193530363271,0.301256161257641
"ITA_Industry (including construction), value added (% of GDP)",Italy,ITA,"Industry (including construction), value added (% of GDP)",,,,,,,,,,,28.0618483928675,27.156761729300605,26.687683914067602,26.378478623229604,26.374981082434697,26.3610819684871,25.9216155082736,25.5248442977403,25.264456150342397,24.6817872959994,24.3093084252286,24.120805424706997,24.029510192452697,23.479364493926,23.4189596087361,23.2715911307131,23.400952465107604,23.7719246206342,23.6013764186517,21.884800050518102,21.865760835768103,21.7497036250001,21.3450699035872,21.172458518557697,20.798429107040104,20.856384280109104,21.2179443783853,21.3004050229852,21.4062794245758,21.4199860029633
"ITA_Population, total",Italie,ITA,"Population, total",56433883.0,56501675.0,56543548.0,56564074.0,56576718.0,56593071.0,56596155.0,56601931.0,56629288.0,56671781.0,56719240.0,56758521.0,56797087.0,56831821.0,56843400.0,56844303.0,56860281.0,56890372.0,56906744.0,56916317.0,56942108.0,56974100.0,57059007.0,57313203.0,57685327.0,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,60297396.0
ITA_Émissions totales de GES (kt d’équivalent CO2),Italie,ITA,Émissions totales de GES (kt d’équivalent CO2),477727.32899999997,466863.848,456718.484,451604.575,460419.075,462915.588,464970.255,470135.089,497868.0,517577.285,508764.94299999997,506084.17299999995,504110.294,496267.32200000004,493411.783,518470.761,507338.856,508373.85799999995,519046.02200000006,521472.006,547349.86,543360.171,550782.069,564951.183,562794.853,564114.951,563324.943,547383.1429999999,529283.803,480698.223117841,489460.132730355,482619.037546784,482634.00029453705,,,,,,,
JAM_Alternative and nuclear energy (% of total energy use),Jamaica,JAM,Alternative and nuclear energy (% of total energy use),0.45293890196549996,0.462951000404813,0.507254925091424,0.6444943941477911,0.643006999804107,0.748064600307344,0.736203881677769,0.597455561811085,0.47348257719303205,0.474710846677785,0.182438628137453,0.23151505307367198,0.226006283183765,0.209833007897881,0.22622446517212,0.22929731586590302,0.23117500694129797,0.24932525860296,0.25112115435885696,0.24880177422464397,0.23685959533127804,0.12324125995697001,0.20610127991782698,0.246926313874682,0.34058425199112696,0.406355176025057,0.39847275003052296,0.386516141551824,0.3704718097139721,0.4052465698765039,0.48290262694743497,0.512995744910598,0.6259032775325121,0.528490530109547,0.569707729933871,,,,,
JAM_Energy use (kg of oil equivalent per capita),Jamaica,JAM,Energy use (kg of oil equivalent per capita),1053.45133217991,1056.9610832615301,1024.49937490404,881.074649519134,869.8528334184599,738.3612144670759,743.050198862588,757.473394928755,767.75908372398,957.272087287348,1150.71535836516,1145.8361175632401,1195.4816828108699,1187.69241171852,1199.0778954366301,1263.81817026488,1318.9557565219302,1305.95499234495,1344.27969471875,1369.31258130988,1436.4299406976502,1430.1443674846803,1324.6599785728502,1371.58457642676,1379.41479221215,1355.2820927568303,1510.60173750648,1511.5877419012197,1265.62255111299,1080.15417207799,951.410801078827,1009.3491379295099,974.46318467967,1006.6984782291601,976.858485998575,,,,,
JAM_GDP (current US$),Jamaica,JAM,GDP (current US$),2679409453.23903,2979061412.3722897,3293533288.42483,3619294120.6914396,2373566957.49214,2100223149.7139602,2754566176.20212,3286987551.71597,3828310734.97795,4404970058.83786,4592224067.37194,4071219198.0360103,3530892749.0213103,5405097570.688971,5419134875.33794,6538840169.73126,7368000000.0,8375077442.973809,8763219645.29332,8851581632.653059,8985352831.94058,9178016493.05556,9694169756.90153,9399447609.1835,10150978154.5484,11204416000.0,11901911987.8604,12827809965.2375,13680482786.9977,12067478477.5714,13220556882.7046,14444655299.8772,14807086889.2099,14262589157.7413,13897804560.3487,14187696311.3556,14075894320.3166,14806340821.0871,15713908816.1463,16458071067.8176
JAM_GDP growth (annual %),Jamaica,JAM,GDP growth (annual %),-5.71415924592716,2.63944799408719,2.06923162402566,1.9090784023816398,-1.54234579969575,-2.94363557496608,1.8825881854486697,7.85035482690601,3.9743020154030297,7.173304345658011,4.2005351147029,4.8382387532441395,1.95554250245047,9.41710256708754,1.3833898027364901,2.34995704147829,-0.11373120611553099,-1.14045987235463,-2.3345535433781803,1.0476738707379398,0.8787035479623599,1.3449295639669698,1.99729094407155,3.66631759279021,1.32372509977827,0.8937979359450029,2.8991253495887204,1.4319540366511798,-0.8117367032808149,-4.33665018675087,-1.4660592992427,1.7303762674692402,-0.6136360398691489,0.501560583238899,0.691478108739616,0.9226821403109542,1.37563872700204,1.0033653175016,1.94087814684517,0.7000000000000172
"JAM_Population, total",Jamaïque,JAM,"Population, total",2162846.0,2196921.0,2234057.0,2271736.0,2306366.0,2335510.0,2358161.0,2375393.0,2389411.0,2403464.0,2419906.0,2439334.0,2461049.0,2484581.0,2509043.0,2533711.0,2558637.0,2583916.0,2608873.0,2632675.0,2654701.0,2674702.0,2692845.0,2709437.0,2725015.0,2740003.0,2754407.0,2768227.0,2781876.0,2795837.0,2810460.0,2825929.0,2842132.0,2858709.0,2875136.0,2891021.0,2906238.0,2920853.0,2934855.0,2948279.0
JAM_Émissions totales de GES (kt d’équivalent CO2),Jamaïque,JAM,Émissions totales de GES (kt d’équivalent CO2),,8081.9637,7124.8654,7225.7731,7049.8807,6408.9541,6233.0791,6286.058000000001,6832.8877,8263.0162,9319.21737,9371.5824,10249.7128,10465.9562,10521.7448,10886.3338,11247.785,11457.9309,11874.5802,12168.2626,12364.4322,12249.8631,12392.1182,12959.0415,13419.4675,13314.8946,14549.9645,15423.5468,13912.5571,13884.097217713701,14581.6781043858,15053.505460231201,15474.320408501699,,,,,,,
"JOR_Agriculture, forestry, and fishing, value added (% of GDP)",Jordan,JOR,"Agriculture, forestry, and fishing, value added (% of GDP)",7.142857142857139,5.50838682957134,5.630644281471599,6.15134893093026,5.11598680421009,4.91737141378234,5.10157854355512,5.8904035967232895,5.856428132135661,5.4713639858907195,6.881578109569651,7.2447599729547,9.4695450241364,7.10489176785932,6.1312996717395105,5.1057866279009,4.473149457045559,4.00043766784466,3.57331205085294,2.7787449309794,2.79217651342905,2.7066774318022997,3.0370460688085497,3.4177971558601703,3.46044801770813,3.82165042085887,3.57975251846412,3.50737144678056,3.3473837990646405,3.76166079860799,4.14153099932773,4.04802612251188,3.8127905645510696,4.14581788021695,4.60467601103832,5.09650751457285,5.24678005177214,5.5419873474874,5.629361043909099,
JOR_Alternative and nuclear energy (% of total energy use),Jordan,JOR,Alternative and nuclear energy (% of total energy use),0.0,0.0,0.0,0.0,0.0,0.0,0.00918868865303797,0.0548792672912514,0.0786907112765958,0.0491926119560927,1.79731414027229,1.7305407997900701,1.55521070098986,1.58340432650753,1.4632504789586398,1.38012351924298,1.35203857616318,1.3625002107018798,1.37567922219565,1.4026550664169999,1.3968047638141499,1.42556778904898,1.37411639336195,1.3333470833793999,1.1549546653320701,1.0798321751934798,1.45155300066257,1.4597101360014497,1.6319042525696499,1.67624931633624,1.8219089280646201,1.91322616245433,1.8487087886399698,1.9357937977351498,1.91772585795846,,,,,
JOR_Energy use (kg of oil equivalent per capita),Jordan,JOR,Energy use (kg of oil equivalent per capita),640.163246768812,769.153467509606,841.1934462347681,876.4691195258839,924.89323794211,902.5402674230679,931.1846022566921,950.714861376667,906.107921308326,874.2872860240109,918.132920533163,899.8781011866521,955.751756303687,896.300298341923,915.436815914532,937.38574189616,932.502671749435,929.916855400418,943.037737852639,923.698497663443,949.865817288574,923.305303702886,951.5473983480231,952.0219800037911,1114.3041415393302,1157.95866370313,1143.88003751957,1152.46112084511,1078.16620447746,1081.9233570183,978.203656277271,922.06592840446,970.20914432956,906.927475406142,916.9928326626911,,,,,
JOR_GDP (current US$),Jordan,JOR,GDP (current US$),3910036925.14267,4384685230.02421,4680567375.88653,4920407601.21179,4966710013.0039,4993829194.120629,6401380000.0,6755599113.73707,6277197435.2124,4220945005.22102,4160003917.4325795,4344250257.012779,5390688437.775821,5685784384.47106,6326420495.2053795,6821989155.25114,7024203102.961921,7347574047.95487,8023356840.62059,8263921015.51481,8579280677.009871,9101452750.35261,9716868829.3371,10338730606.488,11571424541.6079,12765218617.7715,15268053596.615,17350521861.7772,22279907002.959,24154000000.0,26795901408.4507,29244647887.323997,31371056338.0282,34064873239.4366,36329267605.6338,38043450704.2253,39196676056.338,40708943661.9718,42231295774.6479,43743661971.831
JOR_GDP growth (annual %),Jordan,JOR,GDP growth (annual %),19.0117496870606,4.7075150687627,7.38502458807955,1.9903952838938999,8.64064395143936,3.45639053450955,7.01415803220355,2.89560769671256,-1.85210664484198,-13.452114681901,0.973756490238898,1.8238960891931297,18.6648354133168,4.63091521823485,4.98643999850516,6.186342585092761,2.08734724997612,3.3078934915712597,2.99393797865686,3.40947486116099,4.24524740036377,5.26861630690129,5.78448103037242,4.16104972466475,8.56729829225212,8.14658294199839,8.09333142984268,8.17571910307844,7.232408412863441,5.47658085610507,2.31139241481932,2.58678441599322,2.65117074802974,2.8287666404585,3.09633034711061,2.3916959593262,2.0037336248895903,2.1157328887228,1.9402922050502602,2.0
"JOR_Industry (including construction), value added (% of GDP)",Jordan,JOR,"Industry (including construction), value added (% of GDP)",21.952266483516503,24.7049078484158,25.5227589550882,24.0792566886824,25.0248730167042,22.0748871516545,22.9950416941347,22.9450242553876,21.0124895990943,22.8873711271134,23.4154749886146,21.710615280595004,24.351701008844103,23.738983876863102,25.418583027733604,25.336289571938,22.8659320182484,23.4582286353785,23.803739434936105,23.485779434454304,23.7203483315825,23.8676074279436,25.2462528631522,25.5821155336309,27.5991145933638,27.844857875883697,27.6810730666371,30.620443652491698,32.2715270948422,30.5363938204036,28.7769992152468,29.297957493125,28.422763424615397,28.368820717388395,28.3467176970572,28.2434651260512,27.710060209187002,27.648732759351397,27.580607399492102,
"JOR_Population, total",Jordanie,JOR,"Population, total",2377995.0,2464867.0,2563534.0,2671413.0,2784463.0,2900049.0,3015299.0,3131796.0,3256558.0,3399330.0,3565890.0,3760496.0,3977672.0,4201555.0,4410359.0,4588843.0,4732854.0,4848541.0,4943975.0,5031762.0,5122493.0,5217336.0,5317506.0,5434030.0,5580244.0,5765635.0,5991540.0,6255280.0,6556478.0,6893260.0,7261539.0,7663131.0,8090872.0,8520420.0,8920049.0,9266575.0,9551467.0,9779173.0,9956011.0,10101694.0
JOR_Émissions totales de GES (kt d’équivalent CO2),Jordanie,JOR,Émissions totales de GES (kt d’équivalent CO2),5534.82824,6602.3977,7369.2457,8202.0766,9173.6655,9644.5633,10225.5392,10641.4863,10626.6256,10833.7517,11599.3165797,11892.662547,13938.776759999999,14432.90871,15032.0313,15834.0643,16405.7396,16830.7854,17159.4152,17135.0775,17799.0188,17657.3513,18834.631859999998,18728.0081,20882.0096,22339.7323,22823.0797,23900.584,24469.11527,24315.6473389454,25590.049644546,26440.7735323218,27198.5945143973,,,,,,,
JPN_Alternative and nuclear energy (% of total energy use),Japan,JPN,Alternative and nuclear energy (% of total energy use),8.67592715355022,9.25547825559675,10.344653208411,11.364613668173801,11.682970098647498,13.7777003974725,14.1702919968152,15.2223464594452,13.957019864874301,13.7523405743559,13.8841224909225,14.543873550687499,14.565444534833,16.116417458321198,15.931826947850098,16.9399632454151,17.1440945105102,17.941619890019,18.984019671364997,17.7793579050095,17.73644936726,17.862720284707,16.6045429795768,14.0580076695446,15.7435906438273,16.6844052248879,16.8356963880276,14.771849292928698,15.0942734757986,17.0570297481554,16.6637182405653,7.522000903538151,2.6498114043533,2.43115393600386,2.22189362602368,3.0920207392351604,,,,
JPN_Energy use (kg of oil equivalent per capita),Japan,JPN,Energy use (kg of oil equivalent per capita),2950.1353462006105,2864.3686505508003,2840.6084390750502,2823.87709942227,3017.8152027195897,3005.2381039137395,3020.5604813485697,3044.1150862881,3242.67868823045,3350.72629065272,3551.16177339582,3575.24609226846,3649.94432056927,3664.5683577439504,3850.9624442826203,3935.99475442247,4008.4762359153,4041.1676701809497,3955.62762658228,4011.22477908253,4083.83169745276,4008.26803199396,3991.9775667935205,3953.1845080568105,4078.21054155807,4062.97904878182,4053.88343735824,4012.6542448887103,3858.4345205094396,3678.51113263099,3893.2666042008295,3610.81216900174,3537.3631698125,3567.62935383891,3470.7631289481105,3428.55721600428,,,,
JPN_GDP (current US$),Japan,JPN,GDP (current US$),1105385973763.87,1218988935129.81,1134518001884.56,1243323592058.83,1318381627003.76,1398892744820.69,2078953333673.55,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4907039384469.68,5449116304981.1,4833712542207.1,4414732843544.43,4032509760872.94,4562078822335.45,4887519660744.86,4303544259842.72,4115116279069.77,4445658071221.86,4815148854362.11,4755410630912.14,4530377224970.4,4515264514430.57,5037908465114.48,5231382674593.7,5700098114744.41,6157459594823.72,6203213121334.12,5155717056270.83,4850413536037.84,4389475622588.97,4922538141454.62,4866864409657.68,4954806619995.19,5081769542379.77
JPN_GDP growth (annual %),Japan,JPN,GDP growth (annual %),2.8175912075812297,4.209336465291,3.3124567372086298,3.52304498514673,4.501994816155269,5.23338094683929,3.32652561629578,4.73066586036906,6.78502010949815,4.858037686306179,4.89271306575883,3.4174967617614,0.848069581292606,-0.517919847232037,0.993066363300827,2.7421403220890097,3.0999992907731,1.07604523419364,-1.12840982885864,-0.251954272087815,2.7796328252757503,0.406335903186886,0.11799277676334402,1.5282201481589197,2.20468788231713,1.6626704051840002,1.42000655604446,1.6541838811696898,-1.09354060040749,-5.41641279673664,4.19173925858955,-0.11542133971784099,1.49508958594926,2.0002678411015,0.374719476331322,1.22292104108077,0.521944455410846,2.16829073735609,0.323207337907206,0.654151650312727
"JPN_Population, total",Japon,JPN,"Population, total",116782000.0,117648000.0,118449000.0,119259000.0,120018000.0,120754000.0,121492000.0,122091000.0,122613000.0,123116000.0,123537000.0,123921000.0,124229000.0,124536000.0,124961000.0,125439000.0,125757000.0,126057000.0,126400000.0,126631000.0,126843000.0,127149000.0,127445000.0,127718000.0,127761000.0,127773000.0,127854000.0,128001000.0,128063000.0,128047000.0,128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,126994511.0,126785797.0,126529100.0,126264931.0
JPN_Émissions totales de GES (kt d’équivalent CO2),Japon,JPN,Émissions totales de GES (kt d’équivalent CO2),1136091.34,1105577.59,1063683.99,1070491.43,1137483.61,1112813.49,1111249.55,1111018.94,1186749.6,1216856.6509999998,1304676.03,1318933.78,1330643.26,1333072.7,1385835.23,1421640.91,1424112.7,1414397.05,1371363.01,1399008.939,1406194.5880000002,1387952.208,1422453.1940000001,1428102.126,1427399.2030000002,1439905.158,1425898.63,1461356.118,1385164.8390000002,1290243.64782972,1350427.9134916,1396767.26078631,1478858.88126732,,,,,,,
"KEN_Agriculture, forestry, and fishing, value added (% of GDP)",Kenya,KEN,"Agriculture, forestry, and fishing, value added (% of GDP)",27.7907613507416,27.8734520123839,28.9666010892868,29.8687559836265,29.5098977394204,28.6062318225284,28.777577426226102,27.1716538650978,25.540204060079898,25.9638119035868,25.3141333603756,24.3201481720275,24.781287223819,26.8080134088411,28.1153566812096,26.3496195621312,27.4925217805866,27.6939373994727,27.744913600973803,28.744079613055803,28.721780641290497,27.849260111289603,25.853967603945602,25.804439370832895,24.9290410875057,24.2362747002419,20.519687804940897,20.5866644602991,22.1963401579826,23.3604009934043,24.8262174872647,26.3046046638708,26.1699503032215,26.4433340568883,27.4509408108362,30.192408883449602,31.072330424176698,34.8312290433435,34.0985929448991,34.1496536062322
