Pays_indic,Country Name,Country Code,Indicator Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"NOR_Population, total",Norvège,NOR,"Population, total",4085620.0,4099702.0,4114787.0,4128432.0,4140099.0,4152516.0,4167354.0,4186905.0,4209488.0,4226901.0,4241473.0,4261732.0,4286401.0,4311991.0,4336613.0,4359184.0,4381336.0,4405157.0,4431464.0,4461913.0,4490967.0,4513751.0,4538159.0,4564855.0,4591910.0,4623291.0,4660677.0,4709153.0,4768212.0,4828726.0,4889252.0,4953088.0,5018573.0,5079623.0,5137232.0,5188607.0,5234519.0,5276968.0,5311916.0,5347896.0
NOR_Émissions totales de GES (kt d’équivalent CO2),Norvège,NOR,Émissions totales de GES (kt d’équivalent CO2),66457.85,62737.383,58684.319,59377.767,62471.31,63260.653,65497.829000000005,66922.185,66652.758,66535.026,67466.0999,64287.922,64336.797,67255.05,70005.932,70569.101,72016.75,74552.49,74639.785,76295.632,71217.9,71491.23101,69689.527,73172.62816000001,73534.99492000001,71578.0629,71355.504,72404.46722,71002.7568,65840.6636900105,65710.0642142401,64181.1477579667,63536.7320746753,,,,,,,
"NPL_Agriculture, forestry, and fishing, value added (% of GDP)",Nepal,NPL,"Agriculture, forestry, and fishing, value added (% of GDP)",57.8990217934573,56.798622014857905,57.1672897810066,56.5225130331754,57.2988091284318,48.85802601639979,48.6971502404709,47.950331955405204,47.792109848386296,47.68956748703361,48.8028931693355,44.723386725470704,42.6652627388118,39.8959483612436,40.441707816451895,39.0414052697616,38.92765745461271,38.7807338697315,37.3930096893749,38.701481715374996,38.2438970402226,35.247670013162,36.1502950311573,35.1058750871034,34.6763571054627,33.824896676688,32.3664850386189,31.164411323020396,30.3057163664183,31.322652063399502,33.179378490812205,34.9791580404315,33.148000712347695,31.5346036102421,30.267148397122998,29.3829458795774,29.149198321287102,27.0811382868022,25.7639040306126,24.255891832740303
NPL_Alternative and nuclear energy (% of total energy use),Nepal,NPL,Alternative and nuclear energy (% of total energy use),0.38270392224389294,0.450352989854236,0.575325269328519,0.6216373492454301,0.650631668444819,0.720667326719072,0.8817796302829399,0.894450114853747,0.880262964263495,1.10523473970814,0.9408056218095591,0.9882261290767859,0.9725934323899821,0.98896085895155,1.0721859356874899,1.20949324031371,1.29604739529015,1.31830733894333,1.4007996552575401,1.56964987055004,1.7027099497207299,1.8520518220553401,2.01195802275657,2.14448732321218,2.32378561254247,2.37297420392001,2.5974408669909903,2.71323591802408,2.5950743215623397,2.8476939826979,3.0028158765142594,3.48110922015826,4.30927029054942,5.25574685357306,5.2432479718247595,,,,,
NPL_Energy use (kg of oil equivalent per capita),Nepal,NPL,Energy use (kg of oil equivalent per capita),303.78455504854,301.964635135935,303.153559718721,305.892500889873,306.433334771661,302.25775893313204,305.494309549839,304.424503990168,304.683827584785,301.6273003218,306.21643102597,307.98865105487596,307.061377287555,306.683634313853,309.24773954579103,311.071557004053,311.135286572165,314.163546017173,315.711420688534,326.677999166651,338.652426725411,343.96617815686204,342.456229724731,347.156071766564,347.46990323589796,354.701780962924,350.293111596473,352.81047748891604,361.264153298121,368.95002833518697,377.985557585673,390.824348572896,374.297578846457,417.28739969595,434.449293836093,,,,,
NPL_GDP (current US$),Nepal,NPL,GDP (current US$),1945916583.3333302,2275583316.66667,2395429852.4307604,2447174803.37791,2581207387.79709,2619913955.51556,2850784523.37711,2957255379.54315,3487009748.35638,3525228153.17361,3627562402.66027,3921476084.8907204,3401211581.29176,3660041666.6666703,4066775510.2040796,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.905021,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258041.467059,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,25180583770.2719,29173513475.5597,30641380604.2984
NPL_GDP growth (annual %),Nepal,NPL,GDP growth (annual %),-2.31939420324042,8.34197413444542,3.7793746542902498,-2.97740585754977,9.68113001523064,6.14490523816743,4.5656505452221605,1.69561826463837,7.6968087114899895,4.3296479338953,4.63503634705982,6.368150403286691,4.10640661228756,3.84985002161713,8.21600270932667,3.46845188342333,5.32828417450956,5.04861253590236,3.01638948168549,4.4125732709716905,6.19999998759771,4.7998921488015895,0.120143175249694,3.94503776730633,4.6826032453513395,3.4791810463114703,3.3646147880716604,3.4115602756926204,6.1046391423169,4.53307872039284,4.8164146502244405,3.4218282408747203,4.78119225754814,4.12887767631092,5.9889846608802495,3.3229054393755697,0.5886784988225171,8.22349948315457,6.70099545943441,6.99121243755611
"NPL_Industry (including construction), value added (% of GDP)",Nepal,NPL,"Industry (including construction), value added (% of GDP)",11.1686870441817,11.5281796720854,12.0465986716561,11.993483116113698,11.8329533041294,14.272528227364399,14.998923264661501,14.9614806463735,15.1821704418381,15.6549306030089,15.3467548541812,16.4473631069216,19.3983016663786,19.5204972620986,20.391725882211198,21.2738679137675,21.493051789179397,21.4004342044754,21.0759693529891,20.4411231566268,20.7355700311999,16.660908297755498,16.9468247421334,16.9713000603375,16.6573202744672,16.4670892346949,16.0679668054868,15.873140183038002,16.049986636556,15.0668034711092,14.2007622567226,14.1076437100297,14.102062141862,14.154598406736,13.8314518741556,13.7171217933042,13.096932833213,13.2362660624247,13.410260613220501,13.295685883155
"NPL_Population, total",Népal,NPL,"Population, total",15016402.0,15367230.0,15729431.0,16100617.0,16477473.0,16858310.0,17239673.0,17623693.0,18020753.0,18445028.0,18905478.0,19405504.0,19938320.0,20489975.0,21040904.0,21576071.0,22090352.0,22584775.0,23057883.0,23509964.0,23941110.0,24347106.0,24725627.0,25080872.0,25419344.0,25744500.0,26066693.0,26382581.0,26666576.0,26883535.0,27013212.0,27041437.0,26989862.0,26917906.0,26906926.0,27015031.0,27261131.0,27627124.0,28087871.0,28608710.0
NPL_Émissions totales de GES (kt d’équivalent CO2),Népal,NPL,Émissions totales de GES (kt d’équivalent CO2),23311.7205,23331.5389,22885.5926,23879.8509,24363.79,24113.3639,23960.7569,24664.1909,24882.8869,24654.0729,25118.3339,25017.0089,24131.4709,25373.4739,25643.7849,26905.3119,27238.2519,27566.6509,28206.923,41332.579,31234.017000000003,29843.757,28915.418999999998,29847.023999999998,30427.862,30862.516,30946.099,31263.61,32026.569,32809.262192537404,32738.69185878,33160.9713713475,40762.7152881677,,,,,,,
"NZL_Agriculture, forestry, and fishing, value added (% of GDP)",New Zealand,NZL,"Agriculture, forestry, and fishing, value added (% of GDP)",9.96014282155609,8.5208674304419,7.17945626620049,7.434642731622911,8.3115950700012,7.3037783166490495,5.94964885338119,6.09554179186852,6.510115915992991,6.76844715140409,5.9886768163726405,6.88851738254768,6.71730388715134,7.32604197457878,6.507726269315669,6.45080842927803,6.437127229206441,6.07737442159996,5.94611798625803,6.2757774068480705,7.7529018099283205,7.98138479706632,5.8528935279366205,5.72933246598663,5.36558854547454,4.51769702400314,4.98047782839082,6.06255218033524,5.00653898076274,5.75143348328718,6.583350943322049,6.2760780489634405,5.5162269007998495,7.0359532311500095,4.786166690063499,4.48633312899829,5.56977380652988,5.8148624716365,,
NZL_Alternative and nuclear energy (% of total energy use),New Zealand,NZL,Alternative and nuclear energy (% of total energy use),29.4555004775823,29.5536003018217,26.636568919973502,27.9345584699061,26.6265891678279,23.881057423341304,25.637217392386898,25.788172183477602,25.7791896321515,27.9844381621978,16.2509875436605,15.6164191798225,14.2454421612325,14.791773835669902,15.5650899200031,15.9477875338959,15.0095122097392,13.188629096644402,14.452940909416599,13.134943119639699,13.274852265792301,12.1296353872963,13.617898935469801,13.2727765660725,14.600221886867,13.666822132456,13.936413532102803,14.059064472511402,13.3847994475489,14.671170785632901,14.5378478890274,14.8369485443489,13.1741072109497,13.425292180795902,13.5168460308739,13.9876097391326,,,,
NZL_Energy use (kg of oil equivalent per capita),New Zealand,NZL,Energy use (kg of oil equivalent per capita),2886.3240065533696,2849.98559953919,3012.97138873927,3076.75866595818,3251.0117442905394,3448.32835453174,3464.0960478082698,3452.96268018568,3609.6805141012396,3846.6261517943703,3854.3660279896703,3763.81448313353,3808.47722060198,3967.8713397906104,4055.2005524861897,4053.6905863777397,4131.23633440514,4258.75677676989,4162.86920052425,4307.93043206175,4430.22785597636,4407.6188635485105,4337.38052424971,4197.593861740171,4239.64574923547,4095.14308522219,4047.3180232280297,4054.49500449832,4082.7233672942402,4073.2380421140706,4225.09458248098,4177.02554744526,4357.8097139357105,4360.30593638144,4559.89223229927,4444.7252866810295,,,,
NZL_GDP (current US$),New Zealand,NZL,GDP (current US$),23244547384.6748,24417617184.2478,24164603058.9949,24309279705.5731,21665975318.8842,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.162994,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111608845081.38301,137320496803.116,133290222815.77301,121357986132.8,146619138358.948,168510189201.49402,176247979235.906,190845889949.76398,200921936786.219,177467529071.288,188223664746.524,205415864857.98398,207920613961.749,206928765543.935
NZL_GDP growth (annual %),New Zealand,NZL,GDP growth (annual %),1.2840288855289699,4.65592692552707,0.929522316314561,3.4919378396975,4.7928337392208,1.61504760873943,2.7060893665407098,0.970664736060428,-0.35450278896399795,0.161386680007496,0.153114844343477,-1.0906084998224899,1.09454608273664,6.39128159606501,5.11918588299214,4.72204999359032,3.61732004796363,2.04950151736776,0.798168199634745,5.45107567675926,2.90506866883852,3.4641835156391503,4.67440871021338,4.54988880519016,4.02791140021684,3.32040825727562,2.84649727014418,3.0702283265820003,-1.03005730548442,-0.14596590531201098,1.5559856458137598,2.35878459529334,2.23956348454135,2.62880058967829,3.6255957672075896,3.6189678187590597,3.67759513368226,3.1630975017150598,3.76225642665298,2.1709783890537198
"NZL_Industry (including construction), value added (% of GDP)",New Zealand,NZL,"Industry (including construction), value added (% of GDP)",34.5885576683551,36.0304146208401,36.940141057327104,36.0080023790857,35.8214670336245,33.6898174055421,31.408210101289,28.777518856932602,27.769935982434397,27.7044143804237,26.535920238548698,25.986283517843297,25.9590221484649,25.965119716228198,26.537527593819,25.7232220790557,25.062066646225098,24.8122883175118,23.809746690880498,24.0574411149087,23.5899832274969,23.109733358195,23.858382464991397,23.2578095804902,23.5521710155992,23.9417689045459,22.980965882680998,22.9470382976901,23.2149637192035,21.4219536549963,21.1880107920563,21.0058977412307,20.9690171922405,20.34126994358,21.4448509071091,21.2370915263828,20.163616728553,20.4300182633239,,
"NZL_Population, total",Nouvelle-Zélande,NZL,"Population, total",3112900.0,3124900.0,3156100.0,3199300.0,3227100.0,3247100.0,3246300.0,3274400.0,3283400.0,3299200.0,3329800.0,3495100.0,3531700.0,3572200.0,3620000.0,3673400.0,3732000.0,3781300.0,3815000.0,3835100.0,3857700.0,3880500.0,3948500.0,4027200.0,4087500.0,4133900.0,4184600.0,4223800.0,4259800.0,4302600.0,4350700.0,4384000.0,4408100.0,4442100.0,4509700.0,4595700.0,4693200.0,4793900.0,4841000.0,4917000.0
NZL_Émissions totales de GES (kt d’équivalent CO2),Nouvelle-Zélande,NZL,Émissions totales de GES (kt d’équivalent CO2),58641.607,58363.322,60533.869000000006,60808.287000000004,62274.735,62890.422,63171.453,62070.125,65388.136,64221.187999999995,65689.817,65434.959,67149.86200000001,66894.90299999999,68092.81,69576.05,70563.226,73548.22,69545.59599999999,71814.666,74422.829,76276.944,77305.4713,80252.282,80229.163,82066.568,83539.488,81888.391,81442.9,76062.1502053644,76141.6578305852,75851.1222399306,78130.97988166059,,,,,,,
"OMN_Agriculture, forestry, and fishing, value added (% of GDP)",Oman,OMN,"Agriculture, forestry, and fishing, value added (% of GDP)",2.54585934853105,2.47676773913103,2.53314928592208,2.9380635402045203,2.92100167383242,2.77207103133977,3.42781558323567,3.50935617997457,3.8331524267328296,3.2495282495282503,2.5863028333593,2.63254448725005,2.33505294596796,2.39611957698393,2.53256296176998,2.7755271240413797,2.50412815143932,2.61926266524345,2.82874671379767,2.6322097715573,2.24248726768525,2.33444306285348,2.32023654275717,2.20600610709048,1.9366493026382101,1.61660112124508,1.4018658932876797,1.37747345783535,1.11623060794855,1.47646100842233,1.4208798723501297,1.2537998279323201,1.1586011650169,1.30391580782105,1.2722181055305901,1.9905018650261,2.2778274252805097,2.30975808323234,2.20807213579429,2.51407027027027
OMN_Alternative and nuclear energy (% of total energy use),Oman,OMN,Alternative and nuclear energy (% of total energy use),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
OMN_Energy use (kg of oil equivalent per capita),Oman,OMN,Energy use (kg of oil equivalent per capita),996.958532611097,802.925646308942,1151.77841286525,1004.66171523202,1571.04194763359,1408.49215639428,1273.0451548022802,1413.00221068078,1315.76058780414,1472.5406568969101,2328.29643723709,3083.72461674292,2751.75454740265,2863.3924745090003,2811.09550790605,2767.63900362795,2803.8780249426195,2998.07579646203,3016.59025589467,3122.27039377286,3337.30868930097,3345.4562646353197,3457.60513059038,3604.6570104510706,3601.4961253591796,3944.4085836103204,5979.02902945569,6660.354408732939,5690.1746770131,5499.19998219865,6154.476802718721,6771.19277489398,6767.62056575288,6490.2166247654295,6040.608999667271,,,,,
OMN_GDP (current US$),Oman,OMN,GDP (current US$),5981760277.938621,7259120150.550091,7554719455.703529,7932541690.79328,8821366531.557621,10005500579.0388,7323822251.3089,7811183094.92848,8386215864.75943,9372171651.49545,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.696999,13802600780.2341,15277763328.9987,15837451235.3706,14085373211.9636,15710148244.4733,19507412223.6671,19452015604.6814,20142782834.8505,21633810143.0429,24763589076.723,31081924577.3732,37215864759.4278,42085305591.6775,60905331599.4798,48388296488.9467,57048114434.3303,68016905071.5215,76615864759.4278,78784395318.5956,81076462938.8817,68400260078.0234,65481144343.303,70600000000.0,79275422626.788,76983094928.4785
OMN_GDP growth (annual %),Oman,OMN,GDP growth (annual %),6.0354441145694,17.0470783912464,11.5698374000072,16.666670729861,16.7115939857574,14.0071971053407,2.00215978084152,-3.44078415827028,5.9640276406766795,11.756861837949,-0.130425740072283,6.07407850817961,8.41388363287612,6.04296027492349,3.87577430784761,4.99681966342553,3.04594000516138,6.03351230687564,2.64233797437477,-0.12480689374092402,5.40137271684387,4.48245409608852,-1.10056525031256,-2.66896944662061,1.29211256440746,2.49045835992148,5.3720682991583,4.452694303695151,8.19969581343223,6.11245376078915,4.80331686366742,-1.10698696541111,9.3317368265984,4.373453291056831,2.7522002596044097,4.6776855942359505,4.9593715005489,0.346379722687345,1.76338759141308,0.499999999999986
"OMN_Industry (including construction), value added (% of GDP)",Oman,OMN,"Industry (including construction), value added (% of GDP)",69.36256715551039,67.12798360276061,63.2980737603252,60.6992978101134,59.09284846893561,59.28990883098211,51.3493243968501,56.7689936994404,46.4257993487362,49.1147741147741,54.0964633087761,49.403779123096704,48.787568662670495,45.70530435506699,45.1069997785517,46.48489759002089,49.3658818923106,48.623039658428404,44.953438312087606,50.583125515681296,59.1552675785937,56.401000093591605,55.4739247763044,55.55528840374121,56.2657536548479,63.534432265082394,63.701037772109395,61.1186641782744,66.9358316857473,59.60398381106461,65.8763619785731,71.565548226747,70.5391937214007,67.6782778632405,64.1231927991044,54.244312716017895,48.126303246946705,49.67121864604711,46.7535283812423,46.7308445945946
"OMN_Population, total",Oman,OMN,"Population, total",1154377.0,1220585.0,1290111.0,1361087.0,1431070.0,1498418.0,1561185.0,1619863.0,1678110.0,1741156.0,1812161.0,1893768.0,1983275.0,2072104.0,2148419.0,2204277.0,2236654.0,2249762.0,2251864.0,2254904.0,2267973.0,2294962.0,2334858.0,2386166.0,2445517.0,2511251.0,2580758.0,2657158.0,2750963.0,2876186.0,3041434.0,3251108.0,3498029.0,3764805.0,4027260.0,4267348.0,4479219.0,4665935.0,4829483.0,4974986.0
OMN_Émissions totales de GES (kt d’équivalent CO2),Oman,OMN,Émissions totales de GES (kt d’équivalent CO2),25803.77867,28754.9893,26652.58449,29530.8749,26941.231969999997,23802.2091,27065.757,27323.0105,29972.2713,30545.2456,35356.2927,39183.9861,39069.5883,38850.4088,37319.9954,41448.6408,43219.7303,44902.2465,27560.6457,30791.4306,35439.108,40680.0901,43297.5065,46464.7878,46069.195,48099.6628,50886.1962,52515.093,55220.8011,55510.2056941071,59041.9795817376,60705.5913108149,62201.55080448151,,,,,,,
OSS_Alternative and nuclear energy (% of total energy use),Other small states,OSS,Alternative and nuclear energy (% of total energy use),7.811449158054661,8.041418297374621,7.855353019274629,8.20683003383957,7.7767480561248306,7.63591878873052,7.3592205044345,7.488368594030969,7.38768080909876,7.36047411004217,2.55212564852968,2.8652144091710605,3.0434744308636303,3.06882423765055,3.00766613796615,3.2306588280871003,3.08740939917457,2.99471058750674,3.1762505238732897,3.3810158333554194,3.5122078948349906,3.48503948092561,3.44422755755057,3.26934982543438,3.25586548495747,3.5498610551124,3.36663062881352,3.4197951859259303,3.83504564336527,3.9644661372367,3.6449039744311404,3.4695308681089196,3.3687124428173196,3.25667729558416,3.10914881991427,19.7000041519165,,,,
OSS_GDP (current US$),Other small states,OSS,GDP (current US$),37613734527.5265,37810527078.2557,35763878062.7868,33785572242.1835,34029241950.1426,32341543000.5378,32751359905.1418,38869819041.7516,43670380808.4577,45724084829.947,54720518731.7496,56344266330.685,61461217092.2391,58495845576.6201,61119117360.35,69927412289.2719,73711608597.3598,76739500964.2146,75152820197.7944,80920940319.2746,91276164873.1223,90810520092.8525,97988987808.2247,121969920334.02199,151382714018.368,183446654884.795,215317231501.728,263786910533.409,322574821460.128,277066453701.656,322154734641.109,396825784106.447,414170458854.233,431980718227.938,446493815718.74603,370369834002.22296,365890438052.16205,404126868252.701,450095668151.361,438468157980.326
"OSS_Population, total",Autres petits états,OSS,"Population, total",13598543.0,13917162.0,14253289.0,14600203.0,14962381.0,15347583.0,15754507.0,16180181.0,16610017.0,17031547.0,17430779.0,17813831.0,18156566.0,18476081.0,18801065.0,19125016.0,19460594.0,19809624.0,20163885.0,20540138.0,20917092.0,21276743.0,21639132.0,22018494.0,22442101.0,22929109.0,23486218.0,24104670.0,24762406.0,25417830.0,26050942.0,26647962.0,27227319.0,27794595.0,28364410.0,28948869.0,29542879.0,30148800.0,30760211.0,31360407.0
OSS_Émissions totales de GES (kt d’équivalent CO2),Autres petits états,OSS,Émissions totales de GES (kt d’équivalent CO2),173953.514609,168991.139609,173456.790957,180285.653613,175346.447966,176499.169042,181419.301135,189638.687917,187756.497235,189477.841897,188932.4472016,180276.12833900002,159947.137279,141852.837365,145595.379542,148109.765975,142869.030822,127581.459133,210726.41136300002,231277.19804400002,218627.58584699998,235107.967281,229060.895237,205825.778251,226873.261934,227799.61208299999,266868.153971,238200.74399400002,324419.030007,257417.719963932,357243.094659574,365456.31426532,374953.683304606,,,,,,,
"PAK_Agriculture, forestry, and fishing, value added (% of GDP)",Pakistan,PAK,"Agriculture, forestry, and fishing, value added (% of GDP)",26.5455061299263,27.4622933471366,28.4477680706073,27.2732020626422,24.892688172042998,25.6906073191756,25.0324562903765,23.6340542971882,23.157023996541298,23.917010906209196,23.062283656738803,22.842445620223398,23.3100129190967,22.197939967010303,22.752824523853302,23.421879371163396,23.1957958147755,24.4842507882018,25.3031382672009,25.169285514224,25.617259584488203,24.1982746064791,23.0629346440814,22.8647396972508,23.0829541928438,22.960418983822198,21.6079774493194,21.8004724351841,22.500266033150602,22.717330013461698,23.281589636534502,25.1291827073544,23.710248671838002,23.8321164648607,23.7445401162272,23.817063157554998,23.215198788621397,22.9258678885003,22.8556447190691,22.0414217623316
PAK_Alternative and nuclear energy (% of total energy use),Pakistan,PAK,Alternative and nuclear energy (% of total energy use),3.02881600828767,3.07772799722669,3.08389574947343,3.4973510165430404,3.8759323795584,3.5420051389471,3.8583060379228,3.8986725299044402,3.86644193143855,3.5767213927595196,2.7701596279698597,2.9780498397685804,3.22072709991116,2.7687193566844397,3.09683054048213,2.97890895182008,2.47077497310274,2.52100259297397,2.2871463881257204,2.0089886580881204,2.45899534001361,2.66560221481944,2.7193932740932705,3.06092290157705,3.13243593749551,3.3583024609066006,3.3053605259176497,3.21155512406475,2.73388506090867,3.14880665259242,3.67913056289521,3.91800812587531,3.73650054004674,4.00054033014265,4.032139406103419,,,,,
PAK_Energy use (kg of oil equivalent per capita),Pakistan,PAK,Energy use (kg of oil equivalent per capita),317.210728428013,328.935907516342,336.90631985325,343.573063211287,343.412109793982,349.99883394902605,353.650205537177,376.405095529866,383.027764691021,392.505398449403,398.51907590486604,397.09647837550796,411.337335037843,420.51473231136396,425.876094468487,432.53636490102997,442.43686007201103,441.34908305962404,438.242444098029,450.10449478523697,450.057873352038,446.01098592653506,440.25130107248594,449.57808853032503,470.98975974146896,477.290873475852,485.94153415187003,500.432050049072,481.02175214714003,477.471130722583,473.84973728329805,467.217543401409,462.67701063332606,464.03835863239095,460.234797222268,,,,,
PAK_GDP (current US$),Pakistan,PAK,GDP (current US$),23654444444.4444,28100606060.6061,30725971563.981003,28691889763.7795,31151825467.4978,31144920844.3272,31899070055.7967,33351529274.6869,38472742808.3167,40171018229.0715,40010423970.4576,45625234697.7094,48884606848.1265,51809949334.2396,52293456906.2665,60636022422.6176,63320122807.1223,62433300338.0941,62191955814.3478,62973855718.8874,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.04301,152385716311.916,170077814106.305,168152775283.03198,177165635077.065,213587413183.996,224383620829.57,231218567178.97897,244360888750.807,270556131701.17102,278654637737.69,304567253219.097,314567541558.339,278221906022.841
PAK_GDP growth (annual %),Pakistan,PAK,GDP growth (annual %),10.2157040372709,7.92076357199755,6.537486799985441,6.77837833870643,5.065205604758691,7.59211469875606,5.50165366386091,6.45234302467648,7.62527877959074,4.9597688944085805,4.4585868150981,5.06156775497075,7.7058978231079,1.75774769734475,3.7374155524477297,4.962609150032169,4.8465812837457305,1.01439601418494,2.5502342946353,3.6601327439012,4.26008801156806,3.55441821600166,2.50833772413712,5.777033992015831,7.546860015370839,6.518778073888741,5.89898444129835,4.832817277170849,1.7014054654513002,2.83165851919991,1.60668862905307,2.7484059174005,3.5070334200968905,4.396456633497721,4.674707981437249,4.73114747532901,5.526735844744481,5.55427743729406,5.8364174975440095,0.9888294398470799
"PAK_Industry (including construction), value added (% of GDP)",Pakistan,PAK,"Industry (including construction), value added (% of GDP)",22.305159728242103,20.134365699003602,20.0580579283623,19.8942333288509,20.2435910262457,20.229711727243302,21.1557298671414,21.6301383980897,21.6952008398123,21.2080624102787,22.344244885465496,22.9309229864785,22.644989000194002,22.592683968518894,22.370457765795802,21.323292184775102,21.9943844205166,21.557279295247103,22.053019506613197,22.103173212168997,17.5484570955365,17.9777257323587,17.6732921468722,17.9790544645324,19.5939697520441,19.9231595435095,19.670466495297102,19.981166230473303,21.737399523133202,19.1914941748328,19.7194846894423,20.501788094399103,21.2988102661312,20.2169364090313,20.0251621004652,19.090994263971698,18.2571020895745,17.8043073969293,17.9122050645387,18.3387737011522
"PAK_Population, total",Pakistan,PAK,"Population, total",78054343.0,80680459.0,83431605.0,86285935.0,89213706.0,92191510.0,95215378.0,98285755.0,101389603.0,104512881.0,107647921.0,110778648.0,113911126.0,117086685.0,120362762.0,123776839.0,127349290.0,131057431.0,134843233.0,138624621.0,142343578.0,145978402.0,149549700.0,153093373.0,156664697.0,160304008.0,164022627.0,167808105.0,171648986.0,175525609.0,179424641.0,183340592.0,187281475.0,191262919.0,195306825.0,199426964.0,203627284.0,207896686.0,212215030.0,216565318.0
PAK_Émissions totales de GES (kt d’équivalent CO2),Pakistan,PAK,Émissions totales de GES (kt d’équivalent CO2),118581.1339,123883.0799,130156.2129,132525.9419,136908.8732,142484.5969,147683.1059,148983.1979,163110.3919,167541.4849,172551.2859,175960.6389,185194.4089,194843.2479,201063.0269,209249.9689,220080.3959,225905.9039,234307.76,246612.07100000003,247348.795,250584.705,256954.135,271615.1473,291014.0248,299134.716,314154.5358,336409.906,338551.92,343244.201743882,354528.622197099,362475.094356567,369734.583692698,,,,,,,
"PAN_Agriculture, forestry, and fishing, value added (% of GDP)",Panama,PAN,"Agriculture, forestry, and fishing, value added (% of GDP)",7.403760363048249,7.25213198513371,6.76074682310878,7.234276820893309,6.75708949226226,6.86477606242136,7.3370618542005595,7.419783743646599,7.960473359059731,8.50386023765805,8.07413528853972,7.656276248995451,6.91969326281835,6.590059460167621,6.460789926650209,6.4859336044945195,6.43514802805209,6.31549153674921,6.427343735637749,6.02110152334673,6.293273429255169,6.73216603655216,6.68270014544212,6.86791069933702,6.43837557263997,6.01557960566712,5.750459096472301,4.84670391519167,4.49466452161026,3.7932294226058,3.6130745950279,3.2292381408168103,3.04775944417099,2.94451754385965,2.84987430265517,2.7860096835558905,2.60034503183515,2.3841591796718,2.2423466332556403,2.1258727440389897
PAN_Alternative and nuclear energy (% of total energy use),Panama,PAN,Alternative and nuclear energy (% of total energy use),5.86967126470799,7.60697095699811,5.59192124668531,4.22386315944692,7.94294982109916,10.6353488443657,11.371025635526099,10.3139963607798,11.9838258842883,12.621468325878599,9.84876636451809,8.48850830103503,7.027016705303941,8.345828820923309,8.309409062731829,8.49009478252901,9.44156199607022,9.171967588168911,5.79081447527666,8.27614052035668,8.89943514920415,5.665397944072651,8.58856012984093,7.07824422712317,9.92142078150483,9.016566409650482,8.145633337476081,8.58120277933439,9.50346717920288,8.24781117804079,8.43798584148975,7.59412799432451,9.55207106504567,9.34930385926325,8.85658059549827,,,,,
PAN_Energy use (kg of oil equivalent per capita),Panama,PAN,Energy use (kg of oil equivalent per capita),713.885408395405,744.405028502382,796.496407245401,830.978481143902,744.321702970753,702.881802955208,698.7974432444349,730.856796292398,666.262622168575,614.231226745517,603.36300212024,640.550303235917,715.210364781359,710.7294701054919,733.224644538462,728.879192661301,763.32327357918,777.422437194126,883.4872314680141,853.577145365031,847.7620244409179,942.650101241306,840.316614949631,825.580982272624,799.3213342321851,875.1210506702721,918.0965932376599,882.516160321976,869.020682531503,942.207159949877,990.673368313006,1056.4686253788302,1072.22146785254,1035.57899660456,1079.86896725848,,,,,
PAN_GDP (current US$),Panama,PAN,GDP (current US$),4614086400.0,5222421500.0,5769767900.0,5923755900.0,6183387100.0,6541517100.0,6797834200.0,6827665300.0,5902783400.0,5918469800.0,6433967000.0,7074675500.0,8042337700.0,8782585400.0,9365289800.0,9573813700.0,9870494000.0,10677286100.0,11575486400.0,12130252200.0,12304115000.0,12502013400.0,12994310400.0,13693981200.0,15013381700.0,16374393900.0,18141666300.0,21295984200.0,25155888600.0,27116635600.0,29440300000.0,34686200000.0,40429700000.0,45600000000.0,49921500000.0,54091700000.0,57907700000.0,62219000000.0,65128200000.0,66800800000.0
